,X7,X5,X4,X3,X2,X1,X0,X15,X16,price
32,-9.018161924186167,1.4008011999079837,23.34219972505159,16.28196949586913,-11.254722513469018,1.5478622202881749,-26.199590912409658,1,A,360510
33,-0.7570477911824844,6.470227885814859,26.83057322010348,31.099704017914696,-3.978737988410054,-10.071973855411814,22.218665937597386,0,B,485685
34,-1.333431507947753,2.0828913292160016,19.291540930966345,47.63768091209674,2.7320130453619225,-4.068805519318713,3.966470611219211,0,B,362699
35,-7.5101306460068145,-3.915561584976647,34.89765725445817,43.39692821163007,10.130301535097797,2.291142094365543,-5.73848791730415,1,A,411439
36,-2.3923294282823058,4.830773157688255,9.870270255347256,8.207287030162949,-3.879902723017832,5.933743339156673,19.96896549225,1,C,16623
37,-6.751912063765308,-4.475238962116877,15.70133219535014,31.288361373169653,28.957136361484554,6.69046431781866,27.66259935165418,0,D,394244
38,-4.034108442548101,0.32038980938554484,15.11597400319862,22.681111995315614,17.79791996699673,15.496727946508228,15.18518953524759,1,D,54960
39,-1.3051054234142923,-7.719107457077866,29.709667865769546,34.54518602981506,-7.418346384381592,12.894926009326106,26.763771533723727,1,B,413145
40,1.2214831548661114,3.1332788628306174,30.31892720363765,38.049161306802475,12.893245712052407,-29.510794413810427,17.058070770762036,1,D,461277
41,-2.884671494869068,1.7218877891964035,21.78468742553904,33.60361903698897,37.41757677244339,19.550489904393782,0.4487152420843879,0,E,188820
42,-0.8904899561240572,8.183701897220052,32.09960427911598,2.063973222391211,12.886968490572096,29.163049101413666,4.54302222317718,0,D,249259
43,-9.293718918315708,8.557194277303909,33.82034489638123,44.10878002256426,36.214569589721016,-6.156787778985196,-9.472488409526429,1,A,201018
44,-1.7661153603706377,0.7926373280325999,31.306549225290095,19.400290355676717,25.06907505950487,-0.3063658650270228,-4.689277076692295,1,C,399178
45,-0.2022055741774643,8.16371305166731,22.27089935533384,12.907322502630787,29.549643989993747,-4.206699705514894,25.803941679652137,1,B,474103
46,-3.259888995939387,12.21590981284196,14.901779504529236,48.798106190122816,9.106603404159783,-28.521460940509396,45.404369001726415,0,E,476067
47,-0.5617354340322359,-2.1215545393103326,29.417934636074502,50.546818912586645,22.969720179571702,10.126241529267192,9.529605483751833,0,D,473150
48,-0.20893827563233405,11.60552067797143,8.422604000422485,15.739030480722036,7.534277001524313,14.542597147976688,-9.290760035683576,1,D,429859
49,5.5419544437273105,-4.658063382326701,22.57970159961975,33.89081041281593,-0.6755582902118158,28.081914166032934,-19.623789422522663,1,E,351280
